Poster_Link,Series_Title,Released_Year,Genre,IMDB_Rating
,Yudhra,2022,Action,7.5
,Baarish,2019–,Romance,8.3
,Sadma,1983,"Drama, Romance            ",5.3
,Kaashmora,2016,"Action, Comedy, Fantasy            ",7
,Mumbaikar,2022,"Action, Drama, Thriller            ",8.5
,Ishq Pashmina,2022,Romance,7.5
,Thanneer Mathan Dhinangal,2019,"Comedy, Romance            ",6.1
,Neelakasham Pachakadal Chuvanna Bhoomi,2013,"Adventure, Drama, Romance            ",7.3
,Shalimar,1978,"Action, Adventure, Crime            ",8.4
,Fear Factor: Khatron Ke Khiladi,2008–,"Action, Reality-TV            ",3.4
,Tum Mere Ho,1990,"Fantasy, Horror, Romance            ",3.7
,Kyaa Super Kool Hain Hum,2012,Comedy,7.6
,Lolita PG House Part 1,2021–,"Drama, Romance            ",5.8
,F3: Fun and Frustration,2022,"Comedy, Family, Romance            ",4.9
,Nayak: The Real Hero,2001,"Action, Drama, Thriller            ",7.3
,Bindaas,2014,"Action, Comedy, Musical            ",7.4
,Innocent the Bhola,2020–,Thriller,6.1
,Tahkhana,1986,"Action, Drama, Horror            ",3.1
,It Happened In Calcutta,2020–,"Drama, Romance            ",8
,Aaradugula Bullet,2021,"Action, Drama            ",4.8
,Dandupalya,2012,"Crime, Drama            ",6.8
,Rustum,2019,Action,9.2
,Piya Rangrezz,2015–2016,Drama,8.3
,Hawa,2003,"Drama, Horror, Thriller            ",5.8
,Seven,I 2019,Thriller,7.8
,M.... Matric Pass,2014,"Drama, Romance            ",7.6
,Kaka Pardhan,2021,Action,9.1
,Raju Ban Gaya Gentleman,1992,"Comedy, Musical, Romance            ",8.7
,Bribe,2018,Drama,7.1
,The Adventures of Hatim,2013–2014,"Adventure, Family, Fantasy            ",7.7
,Naan Kadavul,2009,"Action, Drama            ",7.7
,Kichi Kichi,,"Comedy, Romance            ",7.6
,KH 234,,null,7.7
,Ajayante Randam Moshanam,2022,"Adventure, Comedy, Drama            ",6.7
,Bham Bolenath,2015,null,7
,Chotushkone,2014,Thriller,5.3
,Bluff Master,2018,"Crime, Thriller            ",8.9
,Frozen 2 - Priyanka Chopra Jonas and Parineeti Chopra - Promo,2019 Video,Short,7.1
,Ek Rishtaa: The Bond of Love,2001,"Drama, Family            ",8.3
,Badal,2000,"Action, Crime, Drama            ",5
,Alex Pandian,2013,Action,7.9
,Fraud Ishq,2020 Video,"Short, Drama            ",4.7
,Ik Sandhu Hunda Si,2020,"Action, Drama            ",6.6
,Trideviyaan,2016–2017,"Action, Comedy            ",4.9
,Shemale,2022,Drama,6.1
,Temper,2015,"Action, Crime, Drama            ",7.6
,Madly,2016,"Drama, Romance            ",6.2
,Mr Lele,,Comedy,5.8
,Heropanti,2014,"Action, Romance            ",5.3
,Gentleman,2020,"Action, Drama, Mystery            ",7.6
,Pandaga Chesko,2015,"Action, Drama, Family            ",8.9
,Asal,2010,Action,6.7
,A Sublime Love Story: Barsaat,2005,"Drama, Romance            ",8.6
,Bol Radha Bol,1992,"Action, Comedy, Crime            ",4.8
,Langto: The Film,2015,Thriller,7.9
,Krishna Cottage,2004,"Horror, Mystery, Romance            ",4.2
,Kurukshetra,2000,"Action, Crime, Drama            ",4.8
,Chhota Bheem aur Krishna: Mayanagari,2011,"Animation, Action, Fantasy            ",5.6
,Mardini,2022,Action,6.5
,Daanveer,1996,"Action, Crime, Drama            ",8.3
,The Cloud-Capped Star,1960,"Drama, Musical            ",7
,Luca,2019,"Drama, Mystery, Romance            ",6.1
,Sixteen,II 2013,"Drama, Romance, Thriller            ",8.3
,Switzerland,2020,Drama,4.3
,Heartless,2014,"Drama, Family, Romance            ",8.1
,Mookuthi Amman,2020,"Comedy, Drama, Fantasy            ",6.1
,Laung Laachi 2,2022,"Drama, Romance            ",3.3
,Golmaal,1979,"Comedy, Romance            ",6.1
,High,2020–,"Crime, Drama, Thriller            ",5.5
,Aadai,2019,"Drama, Thriller            ",8.5
,Mughal-E-Azam,1960,"Drama, Romance, War            ",7.3
,Agnihotra,2009–2019,"Drama, Mystery            ",5.8
,Paka (River of Blood),2021,Drama,6.9
,Guddan Tumse Na Ho Payega,2018–2021,"Comedy, Romance            ",6.8
,Ye Maaya Chesave,2010,Romance,4.4
,Apna Sapna Money Money,2006,"Comedy, Musical, Romance            ",7.4
,Fever,I 2016,"Crime, Mystery            ",7.3
,No Land's Man,2021,Drama,7.2
,Daruvu,2012,"Action, Comedy, Fantasy            ",6.5
,Punjab 1984,2014,"Drama, Family, History            ",8.1
,Alif Laila,2020–,"Drama, Fantasy            ",5.3
,Bhavai,2021,"Drama, Romance            ",8
,Billa 2,2012,"Action, Crime, Thriller            ",7
,Kadhalan,1994,"Action, Drama, Romance            ",5
,Expiry Date,2020–,"Action, Crime, Thriller            ",6.2
,Aksar 2,2017,"Crime, Drama, Mystery            ",5.1
,Yaar Gaddar,1994,"Action, Drama            ",7.5
,Sidhu Moose Wala feat. Sunny Malton: Levels,2022 Music Video,Music,5.4
,Aarzoo,1999,"Action, Drama, Romance            ",6.6
,Thoovanathumbikal,1987,"Drama, Romance            ",7.3
,Aathva Rang Premacha,2022,Drama,8.4
,Konda,2022,"Action, Biography, Drama            ",5.7
,Ekk Deewana Tha,2012,"Drama, Romance            ",7.4
,NINGA,2022,Drama,5.2
,Ankahi Kahaniya,2021,"Drama, Romance            ",6.9
,Khushi,2001,"Drama, Romance            ",5.7
,Roberrt,2021,"Action, Comedy, Musical            ",6.6
,Teesri Kasam,1966,"Comedy, Drama, Romance            ",8.3
,Jathi Ratnalu,2021,Comedy,4.7
,Roy,2015,"Drama, Romance            ",8.6
,Rakhta Charitra,2010,"Action, Biography, Crime            ",4.6
,Sreekaram,2021,Drama,6.3
,Aapdi Thaapdi,2022,Drama,7.9
,Rangmanch,2020–,Drama,4.5
,Osthi,2011,Action,6
,Pyaar Ishq Aur Mohabbat,2001,"Drama, Musical, Romance            ",3.8
,Chor Machaaye Shor,2002,"Action, Comedy, Crime            ",5.8
,Doraemon - The Last Episode,2020,"Short, Sci-Fi            ",5.9
,Dhamaka,I 2022,Comedy,7.1
,Jazbaa,2015,"Action, Crime, Drama            ",8.5
,Kya Kehna,2000,"Drama, Romance            ",7
,Bhabhi,1957,Drama,9.2
,Dhondi Champya - Ek Prem Katha,2022,"Comedy, Drama            ",6.7
,The Trip,2016–,"Adventure, Comedy            ",4.1
,36 Vayadhinile,2015,"Drama, Family            ",8
,Thriller,2020,"Short, Romance, Thriller            ",7.8
,Engineering Girls,2018–,"Comedy, Drama            ",7
,Munna,2007,Action,6.9
,Himmatwala,2013,"Action, Comedy, Drama            ",5.5
,Dushmani: A Violent Love Story,1995,"Action, Drama, Romance            ",4.5
,Jigarthanda,2014,"Action, Comedy, Crime            ",4
,Shahi Majra,2022–,"Crime, Drama            ",7.3
,Krack,2021,"Action, Crime, Thriller            ",4.9
,I Love Us,2019–,Romance,4.6
,Haddi,2023,"Crime, Drama            ",6.5
,100% Love,2011,"Comedy, Drama, Romance            ",6.8
,Shriman Shrimati,1982,"Comedy, Drama, Family            ",7.8
,Kaadhal Konden,2003,"Drama, Romance, Thriller            ",8.4
,Rishta Likhenge Hum Naya,2017–2018,"Drama, Mystery, Romance            ",8.2
,Badnaam Gali,2019,Comedy,5
,Patthar Aur Payal,1974,"Action, Drama            ",7.5
,Mashaal,1984,"Action, Drama, Family            ",7.2
,Soggade Chinni Nayana,2016,"Comedy, Drama            ",7.8
,Paap,2003,"Action, Crime, Drama            ",5.1
,Love Today,2004,"Drama, Romance            ",7.7
,Untitled Soorarai Pottru remake,,null,7.9
,Kasethan Kadavulada,2022,"Comedy, Drama            ",7.1
,Rarandoi Veduka Chudham,2017,"Action, Romance            ",8.5
,Ramayya Vastavayya,2013,"Action, Drama            ",6.3
,Jothe Jotheyali,2006,Drama,8.2
,Bloodstone,1988,"Action, Adventure, Comedy            ",5.8
,Dharam Veer,1977,"Action, Adventure, Comedy            ",7.2
,Hadh Kar Di Aapne,2000,"Comedy, Romance            ",6.3
,Sajjan Singh Rangroot,2018,"Action, Biography, Drama            ",7.1
,Vadham,2021–2022,Mystery,6.5
,James Bond,2015,"Action, Comedy            ",7.4
,Selection Day,2018–,Sport,7.2
,Tenaliraman,2014,"Comedy, History            ",7.3
,Ottu,2022,"Action, Thriller            ",7.1
,Shakti,1982,"Action, Crime, Drama            ",5.2
,Taanakkaran,2022,"Drama, Sport            ",5.4
,Hum Hain Rahi Pyar Ke,1993,"Comedy, Drama, Romance            ",4.7
,Swathi Muthyam,2022,"Comedy, Drama, Romance            ",2.7
,English Babu Desi Mem,1996,"Comedy, Drama, Musical            ",5.9
,Junglee,2019,"Action, Adventure, Thriller            ",8.2
,Sachein,2005,"Comedy, Drama, Romance            ",7.9
,Ghanchakkar,2013,"Comedy, Crime, Thriller            ",7
,Vakeel Babu,2021,Short,5.4
,Rog,,"Mystery, Romance, Thriller            ",6.7
,Jhoom Barabar Jhoom,2007,"Comedy, Drama, Musical            ",8.4
,Nenu Local,2017,"Action, Comedy, Romance            ",4.7
,"Good Boy, Bad Boy",2007,"Comedy, Musical            ",7.4
,Malikappuram,,Drama,7.9
,Geraftaar,1985,"Action, Drama            ",3.8
,Andaru Bagundali Andulo Nenu Undali,2022,Comedy,9.9
,The Great Indian Laughter Challenge,2005–2009,Comedy,7.7
,Thurthu Nirgamana,2022,"Comedy, Fantasy            ",7.3
,Welcome to New York,2018,"Comedy, Drama            ",4.1
,Clue,2022,"Drama, Mystery, Thriller            ",6.2
,Phool Aur Patthar,1966,"Action, Drama, Romance            ",4.2
,Nigahen: Nagina Part II,1989,"Drama, Family, Fantasy            ",7.2
,Raja Huli,2013,"Comedy, Drama            ",5.4
,Batman: Knightfall,2022,"Action, Crime, Thriller            ",8.1
,Luv Kush,1988–1989,"Adventure, Drama, Fantasy            ",8.1
,Driver Jamuna,2023,"Crime, Thriller            ",9.1
,June,I 2021,Drama,6.2
,Sai Baba,2005–,"Biography, Fantasy, History            ",7.1
,Dharam Sankat Mein,2015,Comedy,6.2
,Argentina Fans Kaattoorkadavu,2019,"Drama, Sport            ",9.1
,Thegidi,2014,"Crime, Mystery, Thriller            ",3.2
,Casper's Scare School,2009–,"Animation, Comedy, Family            ",4.2
,Jangal Mein Mangal,1972,"Adventure, Romance            ",6.2
,Duniya,1984,"Action, Drama            ",5.7
,Bhaiaji Superhit,2018,"Action, Comedy, Drama            ",6.8
,Mirzya,2016,"Action, Drama, Fantasy            ",8.2
,Maamannan,2023,Drama,3.1
,Maaya: Slave of Her Desires,2017,Drama,8.7
,Vaastav: The Reality,1999,"Action, Crime, Drama            ",5.5
,Roohaniyat,2022–,"Drama, Romance            ",6.9
,Sarkar,2018,"Action, Drama            ",6
,Zid- Hotshots,2020 Video,"Short, Drama            ",5.2
,Thimayya & Thimayya,2022,"Comedy, Drama, Family            ",9
,Ek Ladki Ko Dekha Toh Aisa Laga,2019,"Comedy, Crime, Drama            ",6.6
,Lal Salaam,2023,null,5.6
,Chal Mera Putt,2019,"Comedy, Drama            ",5.6
,Eken Babu,2018–,Mystery,7.6
,Yeh Saali Aashiqui,2019,"Drama, Romance, Thriller            ",3.6
,Ankur Arora Murder Case,2013,"Drama, Thriller            ",3.3
,Pandava Vanavasam,1965,"Drama, Fantasy            ",6.7
,Bhuddah Hoga Tera Baap,2011,"Action, Comedy, Crime            ",6.6
,Keshu Ee Veedinte Nadhan,2021,Drama,7.8
,Dalaal,1993,"Action, Drama            ",8.1
,Madhil Mel Kaadhal,,Romance,6.5
,Chotti Bahu,2008–2012,Romance,7.4
,Behind Someone,2022,"Crime, Thriller            ",8.7
,Avtaar,1983,Drama,8.7
,Ammammagarillu,2018,Romance,6.4
,Saaransh,1984,Drama,6.1
,Jagannatakam,2022,Drama,8.2
,Kurukshetra,2019,"History, War            ",5.8
,Dulhan,2021,Comedy,6.3
,Aan: Men at Work,2004,"Action, Crime, Drama            ",5.8
,Godhi Banna Sadharana Mykattu,2016,"Drama, Thriller            ",5.9
,Dhokha,2007,"Action, Drama, Romance            ",5.6
,Lens,IV 2016,"Drama, Mystery, Thriller            ",7.1
,Scotland,2019,Crime,5.4
,Children of a Desired Sex,1987 TV Movie,Documentary,8.5
,Haseena,2018,Comedy,6.7
,Cargo,I 2019,"Drama, Fantasy, Sci-Fi            ",5.4
,Dikkiloona,2021,"Comedy, Romance, Sci-Fi            ",6.1
,Lucky: No Time for Love,2005,"Musical, Drama, Romance            ",6.5
,Pisasu,2014,"Drama, Horror, Mystery            ",8.1
,Manmadhudu,2002,"Comedy, Romance            ",6.7
,Bandh Darwaza,1990,"Action, Drama, Horror            ",7.8
,Demonte Colony,2015,"Horror, Thriller            ",6.6
,Honey Trap,2021,"Drama, Romance            ",7.5
,Srimanthudu,2015,"Action, Drama            ",8.2
,Most Eligible Bachelor,2021,"Drama, Romance            ",6.2
,Coffee,I 2022,"Drama, Romance            ",6.4
,Thani Oruvan,2015,"Action, Crime, Thriller            ",7.6
,Action Jackson,I 2014,"Action, Crime, Thriller            ",6.8
,Raja Ki Ayegi Baraat,1997,"Drama, Romance            ",6.8
,Adulting,2018–2022,Comedy,6.4
,Azhar,2016,"Biography, Drama, Sport            ",5.5
,Pyaar Impossible!,2010,"Comedy, Romance            ",7.2
,Crackdown,2020–,"Action, Crime, Drama            ",9.6
,Kaiyum Kalavum,2022,Crime,1.5
,Tinku Ki Suhaagraat,2021–,Comedy,5.9
,Aap Mujhe Achche Lagne Lage,2002,"Action, Drama, Romance            ",7.7
,Ashleel Udyog Mitra Mandal,2018,Drama,9
,Apne 2,2022,Drama,7.7
,Vattam,2022,Drama,6.8
,Kabul Express,2006,"Adventure, Comedy, Drama            ",8.8
,Clown,IV 2022,Drama,6.3
,Ardaas,2016,Drama,4.1
,Pelli Parugu,2022,Romance,6.9
,Karachi 81,2022,"Action, Drama, Thriller            ",5.5
,Abatara Maternala,2022,"Comedy, Drama, Thriller            ",7
,Hadinelentu,2022,Drama,2.6
,Aunty Sudha Aunty Radha,2019 Video,"Documentary, Family            ",8.4
,Ratri Ke Yatri2,2022–,Drama,6.6
,9 TO 5,2022–,Comedy,8.2
,Kanaa,2018,"Drama, Sport            ",6.1
,Umrao Jaan,1981,"Drama, Musical, Romance            ",7.6
,Chintu Ka Birthday,2020,"Comedy, Drama, War            ",8.3
,Bhinna,2019,Thriller,6.5
,C U Soon,2020,"Drama, Mystery, Thriller            ",7.2
,Qissa: The Tale of a Lonely Ghost,2013,"Drama, Fantasy, Horror            ",8.7
,Badri,2001,"Action, Sport            ",7.3
,Top Gear,2022,null,8.6
,Dillagi,1999,"Drama, Musical, Romance            ",9.3
,Ajooni,2022–,Drama,7.1
,Gentleman,2016,"Mystery, Romance, Thriller            ",7.1
,Sajan Ghar Jana Hai,2009–2010,Drama,8.5
,Sandakozhi 2,2018,"Action, Drama            ",7.5
,Gultoo,2018,"Crime, Drama            ",7.3
,Saakshyam,2018,"Action, Crime, Drama            ",5.3
,American Desi,2001,"Comedy, Drama, Romance            ",4.6
,Jubilee,2022–,Drama,5.8
,Saturday Night,II 2022,Comedy,6.8
,Chengiz,2023,Action,7.3
,Chhota Bheem and the Curse of Damyaan,2012,"Animation, Adventure, Fantasy            ",7.4
,Irumbu Thirai,2018,"Action, Crime, Thriller            ",4.3
,Miral,2010,"Drama, History            ",5.3
,Shuddh Desi Romance,2013,"Comedy, Drama, Romance            ",7.7
,Jism,2003,"Drama, Romance, Thriller            ",4.4
,Chandni Bar,2001,"Crime, Drama            ",4.9
,Pelli Gola,2017,"Comedy, Romance            ",4.3
,Main Hoon Kunwari Dulhan,2001,"Drama, Thriller            ",7.4
,Kapil Sharma: I'm Not Done Yet,2022 TV Special,Comedy,5.6
,Lanke,2021,Drama,5.3
,Manmadhudu 2,2019,"Comedy, Drama, Romance            ",7.6
,Hazaaron Khwaishein Aisi,2003,Drama,7.7
,Jung,2000,"Action, Crime, Drama            ",6.1
,Teri Meri Kahaani,2012,"Comedy, Drama, Romance            ",5.6
,Pattas,2020,"Action, Drama            ",6.5
,Gambler,1971,"Crime, Romance, Thriller            ",6.8
,Kasoor- Feneo movies,2020,Drama,4
,Happu Ki Ultan Paltan,2019–,Comedy,5.9
,Aapla Manus,2018,"Drama, Thriller            ",3.5
,Ishq Vishk,2003,"Comedy, Romance            ",5.4
,Shantit Kranti,2021–,"Comedy, Drama            ",6.9
,Udaan,2014–2019,Drama,4.5
,Tunka Tunka,2021,"Adventure, Drama            ",2.8
,Aashiqui: True Love,2015,"Action, Romance            ",7.3
,Dam999,2011,"Adventure, Drama, Sci-Fi            ",8.2
,Muklawa,2019,Drama,8.4
,Sandwich,2006,"Comedy, Thriller            ",4.8
,Tehkikaat,1994–,"Crime, Mystery            ",2.8
,Jannat House,2020,Action,6.5
,Tipppsy,2023,"Adventure, Thriller            ",5.7
,Pathrosinte Padappukal,2022,"Comedy, Romance            ",5.7
,Haathi Mere Saathi,1971,"Drama, Family, Musical            ",8
,Sanjivani: A Medical Boon,2002–2005,Drama,5.4
,Tuesdays and Fridays,2021,"Comedy, Musical, Romance            ",6.1
,Maryada Ramanna,2010,"Action, Comedy, Drama            ",6.9
,Ek Jagah Apni (A Place of Our Own),2022,Drama,3.9
,Shareek,2015,"Drama, Family            ",2.7
,Satte Pe Satta,1982,"Action, Comedy, Drama            ",3.1
,Galwakdi,2022,"Comedy, Drama, Romance            ",5
,Aadukalam,2011,"Action, Drama, Sport            ",5.1
,Allah-Rakha,1986,"Action, Drama            ",5.7
,Agantuk,1991,Drama,5
,Chicken Curry Law,2021–,Drama,8.2
,Shatamanam Bhavati,2017,Drama,7.1
,Ramai,2019,null,5.4
,Andolan,1995,"Action, Comedy, Drama            ",6.9
,Henna,1991,"Drama, Romance, Musical            ",6.4
,Aisha,I 2010,"Comedy, Drama, Romance            ",7.7
,Geet Gaata Chal,1975,"Comedy, Drama, Family            ",5
,Rivet,2022,"Drama, Thriller            ",6.7
,Pogaru,2021,Action,6
,Tujhyat Jeev Rangala,2016–,Drama,7.3
,Ankahi Ansuni,2021–,"Horror, Mystery, Thriller            ",6.4
,Kadak Mitthi,2021–,Comedy,3.7
,Jango,2021,"Sci-Fi, Thriller            ",8.2
,102 Not Out,2018,"Comedy, Drama            ",6.9
,Ponnu Pakka Poren,1989,Romance,5.4
,Baap No Bagicho,2022,Comedy,6.7
,Vidhaata,1982,"Action, Drama            ",6
,Jungle Ki Hasina,1990,"Action, Adventure            ",7.6
,Mohini,2020–,Drama,7.1
,Ek Thi Daayan,2013,"Horror, Romance, Thriller            ",6
,Loafer,1973,"Romance, Thriller            ",7.4
,Cheesecake,2019–,"Comedy, Drama, Romance            ",7.8
,Santhwanam,2020–,Family,6.8
,Kapata Nataka Sutradhari,2021,Thriller,6.4
,Manchi Rojulochaie,2021,Romance,3.2
,Hello!,2017–,"Drama, Thriller            ",2.4
,Ee Nagaraniki Emaindi,2018,"Comedy, Drama            ",7.5
,Captain,2022,"Action, Drama, Sci-Fi            ",5.2
,The Legend,2022,"Action, Drama, Romance            ",7.2
,Tashan,2008,"Action, Comedy, Drama            ",6.2
,Masoom,2022–,Mystery,6.9
,O2,II 2022,Thriller,6.7
,Chhatriwali,,"Comedy, Drama            ",6.4
,Raat,1992,Horror,5
,Sachin,2017,"Documentary, Sport            ",9.5
,Kade Haan Kade Naa,2021,Comedy,7.5
,Student War Punjabi Movie,,Thriller,5.2
,Nagin,1954,"Drama, Musical, Romance            ",7.3
,Nakaab,2021,"Action, Crime, Thriller            ",7
,Rishton Ka Chakravyuh,2017–2018,Drama,7.8
,Ankur,1974,Drama,5.7
,Tumhari Sulu,2017,"Comedy, Drama            ",4.3
,Andala Rakshasi,2012,Romance,7.1
,Tutak Tutak Tutiya,2016,"Comedy, Horror            ",8.8
,Molkki,2020–2022,Drama,8
,Aquarium,2022,"Crime, Drama            ",7
,Medium Spicy,2022,Drama,5.2
,Dil Aashna Hai (...The Heart Knows),1992,"Drama, Romance            ",6.3
,Insan,2005,"Action, Crime, Drama            ",8.4
,Natasaarvabhowma,2019,Action,8
,Parwana,1971,"Romance, Thriller            ",6.8
,Phir Laut Aayi Naagin,2019–,Fantasy,6.9
,Family of Thakurganj,2019,"Action, Drama            ",4.3
,Rang Badalti Odhani,2010–2011,"Drama, Romance            ",6.8
,Odd Couple,2019,Drama,6.4
,Titli,2014,"Action, Crime, Drama            ",4.4
,The Deal,XIII,"Short, Romance            ",8.1
,Bairagee,2022,Action,7.1
,Punnagai Mannan,1986,"Comedy, Drama, Romance            ",5.8
,Thrissur Pooram,2019,"Action, Drama, Thriller            ",8.1
,Kothanodi,2015,"Fantasy, Horror            ",5.2
,Mufti,2017,"Action, Drama, Thriller            ",5.9
,Parugu,2008,"Action, Drama, Romance            ",4.1
,Methagu,2021,"Biography, History            ",8.4
,Coffee Café,2020,Drama,4.7
,Jo Jeeta Wohi Sikandar,1992,"Comedy, Drama, Romance            ",6.6
,Dakuaan Da Munda 2,2022,"Action, Adventure, Biography            ",6.5
,Middle Class Love,2022,"Comedy, Drama, Romance            ",8.1
,Fuh se Fantasy,2019–,Romance,7.6
,Recce,2022–,"Crime, Thriller            ",3.8
,Manje Bistre,2017,"Comedy, Drama            ",4.9
,Panchhi,2021,"Crime, Thriller            ",7.1
,Dasavatharam,2008,"Action, Adventure, Sci-Fi            ",5.8
,Popcorn Monkey Tiger,2019,"Action, Crime            ",7.7
,Manninchava,2022,"Drama, Romance            ",5.3
,Bees Saal Baad,1989,"Horror, Mystery            ",8
,Baiju Bawra,,Drama,4.2
,The Hero: Love Story of a Spy,2003,"Action, Adventure, Drama            ",9.1
,India's Most Wanted,2019,"Action, Adventure, Thriller            ",6.5
,Machine,II 2017,"Action, Mystery, Romance            ",6.8
,Kasthuri Mahal,2022,Drama,8.3
,Striling Pulling,2019 TV Movie,"Comedy, Drama            ",7.7
,Badla Jatti Da,1991,"Action, Crime, Drama            ",7
,Inkaar,1977,"Drama, Mystery, Thriller            ",7.1
,Bypass Road,2019,"Drama, Mystery, Thriller            ",8.1
,Hebbuli,2017,"Action, Drama, Thriller            ",8
,Shimmy,2021,"Short, Drama, Romance            ",6.5
,Doodh Ka Karz,1990,"Action, Drama, Fantasy            ",9.8
,Socha Na Tha,2005,"Comedy, Drama, Romance            ",6
,Jaana Na Dil Se Door,2016–2017,"Drama, Family, Romance            ",5.5
,Bang Baang,2021–,"Action, Thriller            ",6.1
,Sandook - Ek Rahasya,2022 TV Movie,Horror,6.8
,Dochukunavalaki Dochukunnantha,,Drama,7.9
,Champion,I 2022,Action,6.1
,Jamun,2021,"Drama, Family            ",7.3
,Varma,2020,"Drama, Romance            ",6.4
,Yatri Kripya Dhyan De,2022,"Short, Drama            ",6.8
,Players,2012,"Action, Crime, Thriller            ",5
,Mulk,I 2018,Drama,8
,Antarvasna,2021,"Short, Drama            ",6.4
,Vedam,2010,"Action, Drama            ",5.5
,Iru Dhuruvam,2019–,"Crime, Thriller            ",6.2
,Samarthya Shastram,2022–,Comedy,7.6
,Jilla,2014,"Action, Crime, Drama            ",7
,Hello Guru Prema Kosame,2018,"Comedy, Romance            ",3
,Mard,1985,"Action, Drama, Romance            ",3.4
,Wagle Ki Duniya,2021–,Comedy,6.9
,Mr.Local,2019,"Action, Comedy, Drama            ",3.6
,Chasing,2021,"Action, Crime            ",9.1
,Sirf Tum,1999,"Romance, Drama            ",6.9
,Bunny,2005,"Action, Drama            ",7.4
,Mujh Mein Tu Rehna,2022 Music Video,Music,7.4
,Neel Kamal,1968,"Drama, Fantasy, Musical            ",5.9
,Nanjundi Kalyana,1989,"Drama, Family            ",7.2
,Zombie,II 2019,"Comedy, Horror            ",6.7
,Satya Harishchandra,I 1965,"Drama, History            ",5.9
,Kyon Ki...,2005,"Drama, Romance            ",4.8
,Anarkali,2015,"Drama, Musical, Romance            ",7.6
,Sabse Bada Khiladi,1995,"Action, Crime, Thriller            ",5.9
,Savyasachi,2018,"Action, Thriller            ",9.3
,Bas Cha Sudhi,2018–,Romance,7.2
,Ranveer vs. Wild with Bear Grylls,2022,Documentary,8
,Barsaat,1995,"Action, Romance            ",7.5
,Don,I 2007,"Action, Crime, Drama            ",8.6
,Minnale,2001,"Comedy, Drama, Musical            ",8.1
,Haan Maine Bhi Pyaar Kiya,2002,"Drama, Musical, Romance            ",6.4
,The Past,I 2018,"Drama, Horror            ",9.6
,Anaganaga O Athidhi,2020,"Drama, Thriller            ",6.9
,Angaar,1992,"Action, Crime, Drama            ",7.2
,Jhansi Ki Rani,2019,"Drama, History            ",5.1
,Gadhvache Lagna,2007,Comedy,7.5
,Mr. Natwarlal,1979,"Action, Comedy, Romance            ",7.8
,Rahasya Romancha Series,2019–,Thriller,7.4
,Hoon Tari Heer,2022,"Drama, Musical, Romance            ",8.6
,Devasuram,1993,"Action, Drama, Thriller            ",7.5
,Vunnadhi Okate Zindagi,2017,Drama,6.5
,Eklavya,2007,"Action, Drama, Mystery            ",3.6
,Nallamala,2022,"Action, Drama, History            ",7
,Nene Raju Nene Mantri,2017,"Action, Thriller            ",7.3
,Nizhal,2021,"Drama, Mystery, Thriller            ",7.3
,Prassthanam,2019,"Action, Drama            ",7.5
,Indu Sarkar,2017,"Drama, Thriller            ",5.6
,The Last Show,2021,Drama,5.2
,Toofan Singh,2017,"Action, Biography, History            ",7.9
,Teri Meherbaniyan,1985,"Action, Crime, Drama            ",6.6
,Rangili,2021,Horror,5.9
,Aditya 369,1991,"Adventure, Comedy, Sci-Fi            ",6.5
,Varikkuzhiyile Kolapathakam,2019,"Comedy, Mystery, Thriller            ",7.9
,8 x 10 Tasveer,2009,"Action, Crime, Drama            ",6.6
,Bumm Bumm Bole,2010,"Drama, Family, Thriller            ",6.1
,Paiyaa,2010,"Action, Adventure, Drama            ",3.1
,Kotha Poradu,2020–,"Drama, Romance            ",5.8
,Katha Ankahee,2022–,Drama,6.5
,Aval,2017,Horror,7.7
,Damini,1993,"Crime, Drama            ",4.4
,Boyz 2,2018,Comedy,8.3
,Afsos,2020–,"Comedy, Drama            ",8
,Paruthiveeran,2007,"Action, Drama, Romance            ",6.1
,Made in China,II 2019,"Comedy, Drama            ",6.4
,Aastha: In the Prison of Spring,1997,Drama,8.9
,Earth,1998,"Drama, Romance, War            ",7.6
,Kanamachi,2013,"Action, Drama, Romance            ",9.6
,Bandhan,2004,"Drama, Romance            ",6.3
,Life Is Beautiful,2012,"Drama, Romance            ",7.7
,Damaged,2018–2019,Crime,7
,Boss Engira Baskaran,2010,Comedy,9.7
,Expose,2022–,"Drama, Thriller            ",7.5
,Siddy,2022,Crime,7.5
,Rang Maza Vegla,2019–,Drama,6.1
,U Me Aur Hum,2008,"Drama, Romance            ",6.5
,Shirdi Ke Sai Baba,1977,"Biography, Drama            ",6.5
,Tariq,2023,"Action, Drama, Thriller            ",3.8
,Adithattu,2022,"Action, Thriller            ",4.8
,TRUE,2021,Thriller,4.3
,Chameli,2003,Drama,7.1
,"Capital A, Small A",2022,"Short, Romance            ",7.6
,Guna 369,2019,"Action, Drama            ",4.4
,Yuvvraaj,2008,"Comedy, Drama, Musical            ",6.7
,Ek Phool Do Mali,1969,"Drama, Family, Musical            ",8.4
,Taj: Royal Blood,2022–,History,6.5
,Vegam,I 2014,Thriller,6.6
,Shagird,2011,"Action, Crime, Drama            ",7.7
,Bhoot Returns,2012,"Horror, Mystery, Thriller            ",9.1
,Sonar Kella,1974,"Adventure, Family, Mystery            ",7.7
,Lajja,2001,"Action, Crime, Drama            ",5.8
,Love Ni Bhavai,2017,"Comedy, Drama, Romance            ",6.3
,Saat Pake Bandha,2009,"Action, Drama, Romance            ",8
,Koode,2018,"Drama, Fantasy            ",7.6
,Chhello Divas,2015,Comedy,6.5
